scope,table,file,line,relevant
planes/studio,metadata.entity_surface_field_binding,server/db/ddl/planes/studio/metadata/03_tables.sql,826,True
planes/studio,metadata.entity_surface_component_binding,server/db/ddl/planes/studio/metadata/03_tables.sql,867,True
planes/studio,metadata.entity_operation,server/db/ddl/planes/studio/metadata/03_tables.sql,886,True
planes/studio,metadata.entity_operation_permission,server/db/ddl/planes/studio/metadata/03_tables.sql,946,True
planes/studio,metadata.entity_surface_operation,server/db/ddl/planes/studio/metadata/03_tables.sql,978,True
planes/studio,metadata.entity_operation_rule,server/db/ddl/planes/studio/metadata/03_tables.sql,1004,True
planes/studio,metadata.entity_flow,server/db/ddl/planes/studio/metadata/03_tables.sql,1025,True
planes/studio,metadata.entity_flow_step,server/db/ddl/planes/studio/metadata/03_tables.sql,1044,True
planes/studio,metadata.entity_policy_binding,server/db/ddl/planes/studio/metadata/03_tables.sql,1063,True
planes/studio,metadata.entity_field_policy_binding,server/db/ddl/planes/studio/metadata/03_tables.sql,1080,True
planes/studio,metadata.entity_contract_test_case,server/db/ddl/planes/studio/metadata/03_tables.sql,1098,True
planes/studio,metadata.entity_lifecycle_binding,server/db/ddl/planes/studio/metadata/03_tables.sql,1124,False
planes/studio,metadata.entity_lifecycle_operation_binding,server/db/ddl/planes/studio/metadata/03_tables.sql,1141,False
planes/studio,metadata.entity_numbering_binding,server/db/ddl/planes/studio/metadata/03_tables.sql,1159,False
planes/studio,metadata.entity_operation_scope_binding,server/db/ddl/planes/studio/metadata/03_tables.sql,1201,True
planes/studio,metadata.entity_baseline_import,server/db/ddl/planes/studio/metadata/12_baseline_import.sql,2,False
planes/studio,metadata.entity_baseline_import_revocation,server/db/ddl/planes/studio/metadata/12_baseline_import.sql,23,False
planes/studio,publication.entity_baseline_release_link,server/db/ddl/planes/studio/metadata/12_baseline_import.sql,55,False
planes/studio,publication.entity_authorization_successor_payload,server/db/ddl/planes/studio/metadata/13_authorization_successor.sql,12,False
planes/studio,publication.entity_authorization_successor_link,server/db/ddl/planes/studio/metadata/13_authorization_successor.sql,26,False
planes/studio,publication.entity_runtime_restoration_link,server/db/ddl/planes/studio/metadata/14_runtime_restoration.sql,14,False
planes/studio,onboarding.onboarding_case,server/db/ddl/planes/studio/onboarding/03_tables.sql,8,False
planes/studio,onboarding.onboarding_case_target,server/db/ddl/planes/studio/onboarding/03_tables.sql,74,False
planes/studio,onboarding.onboarding_case_step,server/db/ddl/planes/studio/onboarding/03_tables.sql,111,False
planes/studio,onboarding.onboarding_step_dependency,server/db/ddl/planes/studio/onboarding/03_tables.sql,163,False
planes/studio,onboarding.onboarding_case_check,server/db/ddl/planes/studio/onboarding/03_tables.sql,180,False
planes/studio,onboarding.onboarding_case_resource,server/db/ddl/planes/studio/onboarding/03_tables.sql,230,False
planes/studio,onboarding.onboarding_compilation_decision,server/db/ddl/planes/studio/onboarding/03_tables.sql,281,False
planes/studio,onboarding.onboarding_case_revision,server/db/ddl/planes/studio/onboarding/03_tables.sql,323,False
planes/studio,onboarding.onboarding_case_work_item,server/db/ddl/planes/studio/onboarding/03_tables.sql,343,False
planes/studio,onboarding.onboarding_case_guest_access,server/db/ddl/planes/studio/onboarding/03_tables.sql,358,False
planes/studio,publication.release,server/db/ddl/planes/studio/publication/03_tables.sql,3,False
planes/studio,publication.entity_release_link,server/db/ddl/planes/studio/publication/03_tables.sql,35,False
planes/studio,publication.business_partner_definition_release_link,server/db/ddl/planes/studio/publication/03_tables.sql,42,True
planes/studio,publication.artifact,server/db/ddl/planes/studio/publication/03_tables.sql,54,False
planes/studio,publication.artifact_compilation,server/db/ddl/planes/studio/publication/03_tables.sql,84,False
planes/studio,publication.deployment,server/db/ddl/planes/studio/publication/03_tables.sql,104,False
planes/studio,publication.deployment_event,server/db/ddl/planes/studio/publication/03_tables.sql,134,False
planes/studio,publication.deployment_acknowledgement,server/db/ddl/planes/studio/publication/03_tables.sql,146,False
planes/studio,publication.business_partner_case_contract_release_link,server/db/ddl/planes/studio/publication/03_tables.sql,168,True
planes/studio,publication.bank_directory_authority,server/db/ddl/planes/studio/publication/11_bank_directory.sql,2,False
planes/studio,snapshot.bank_directory_revision,server/db/ddl/planes/studio/publication/11_bank_directory.sql,6,False
planes/studio,publication.bank_directory_review,server/db/ddl/planes/studio/publication/11_bank_directory.sql,21,False
planes/studio,publication.bank_directory_release_link,server/db/ddl/planes/studio/publication/11_bank_directory.sql,31,False
planes/studio,runtime_meta.mfa_credential_projection,server/db/ddl/planes/studio/runtime_meta/03_tables.sql,3,False
planes/studio,snapshot.template_version,server/db/ddl/planes/studio/snapshot/03_tables.sql,1,False
planes/studio,snapshot.content_item_version,server/db/ddl/planes/studio/snapshot/03_tables.sql,64,False
planes/studio,snapshot.business_partner_definition_revision,server/db/ddl/planes/studio/snapshot/03_tables.sql,98,True
planes/studio,snapshot.compiled_artifact,server/db/ddl/planes/studio/snapshot/03_tables.sql,137,False
planes/studio,snapshot.entity_contract_revision,server/db/ddl/planes/studio/snapshot/03_tables.sql,206,True
planes/studio,snapshot.entity_contract_test_run,server/db/ddl/planes/studio/snapshot/03_tables.sql,273,True
planes/studio,snapshot.entity_contract_test_result,server/db/ddl/planes/studio/snapshot/03_tables.sql,314,True
planes/studio,snapshot.entity_numbering_test_artifact,server/db/ddl/planes/studio/snapshot/03_tables.sql,352,False
planes/studio,snapshot.entity_release_artifact,server/db/ddl/planes/studio/snapshot/03_tables.sql,417,False
planes/studio,snapshot.business_partner_case_contract_revision,server/db/ddl/planes/studio/snapshot/03_tables.sql,455,True
planes/studio,trustiam.organization,server/db/ddl/planes/studio/trustiam/03_tables.sql,1,False
planes/studio,trustiam.organization_provider,server/db/ddl/planes/studio/trustiam/03_tables.sql,17,False
planes/studio,trustiam.application_projection,server/db/ddl/planes/studio/trustiam/03_tables.sql,32,False
planes/studio,trustiam.projection_scope,server/db/ddl/planes/studio/trustiam/03_tables.sql,50,False
planes/studio,trustiam.identity_provisioning_request,server/db/ddl/planes/studio/trustiam/03_tables.sql,66,False
planes/studio,trustiam.identity_provisioning_attempt,server/db/ddl/planes/studio/trustiam/03_tables.sql,92,False
planes/studio,trustiam.projection_reconciliation_attempt,server/db/ddl/planes/studio/trustiam/03_tables.sql,114,False
planes/studio,trustiam.identity_projection,server/db/ddl/planes/studio/trustiam/03_tables.sql,149,False
planes/studio,trustiam.identity_saga_attempt,server/db/ddl/planes/studio/trustiam/03_tables.sql,181,False
planes/studio,trustiam.provider_identity_callback_inbox,server/db/ddl/planes/studio/trustiam/03_tables.sql,213,False
planes/studio,trustiam.identity_replay_approval,server/db/ddl/planes/studio/trustiam/12_identity_replay_approval.sql,2,False
